source,target,t_start,t_end,weight,directed
0,11,4603,4604,20.0,False
0,11,4607,4608,20.0,False
0,11,4609,4610,20.0,False
0,11,4610,4611,20.0,False
0,11,4613,4614,20.0,False
0,11,4614,4615,20.0,False
0,11,4615,4616,20.0,False
0,11,4620,4621,20.0,False
0,11,4623,4624,20.0,False
0,11,4624,4625,20.0,False
0,11,4625,4626,20.0,False
0,11,4628,4629,20.0,False
0,11,4632,4633,20.0,False
0,11,4634,4635,20.0,False
0,11,4635,4636,20.0,False
0,11,4643,4644,20.0,False
0,11,4646,4647,20.0,False
0,11,4658,4659,20.0,False
0,11,4663,4664,20.0,False
0,11,4669,4670,20.0,False
0,11,4672,4673,20.0,False
0,11,4695,4696,20.0,False
0,11,4696,4697,20.0,False
0,11,4697,4698,20.0,False
0,11,4698,4699,20.0,False
0,11,4699,4700,20.0,False
0,11,4700,4701,20.0,False
0,11,4701,4702,20.0,False
0,11,4703,4704,20.0,False
0,11,4712,4713,20.0,False
0,11,4713,4714,20.0,False
0,11,4716,4717,20.0,False
0,11,4719,4720,20.0,False
0,11,4720,4721,20.0,False
0,11,4721,4722,20.0,False
0,11,4726,4727,20.0,False
0,11,4727,4728,20.0,False
0,11,4728,4729,20.0,False
0,11,4729,4730,20.0,False
0,11,4739,4740,20.0,False
0,11,4740,4741,20.0,False
0,7,4740,4741,20.0,False
0,45,4741,4742,20.0,False
0,42,4753,4754,20.0,False
0,11,4755,4756,20.0,False
0,11,4756,4757,20.0,False
0,11,4759,4760,20.0,False
0,11,4761,4762,20.0,False
0,11,4762,4763,20.0,False
0,11,4763,4764,20.0,False
0,11,4766,4767,20.0,False
0,11,4767,4768,20.0,False
0,11,4768,4769,20.0,False
0,11,4770,4771,20.0,False
0,25,5225,5226,20.0,False
0,28,5229,5230,20.0,False
0,28,5231,5232,20.0,False
0,28,5233,5234,20.0,False
0,45,5463,5464,20.0,False
0,45,5464,5465,20.0,False
0,8,5467,5468,20.0,False
0,8,5468,5469,20.0,False
0,45,5470,5471,20.0,False
0,8,5474,5475,20.0,False
0,8,5513,5514,20.0,False
0,8,5549,5550,20.0,False
0,8,5613,5614,20.0,False
0,8,5745,5746,20.0,False
0,8,5746,5747,20.0,False
0,8,5747,5748,20.0,False
0,8,5748,5749,20.0,False
0,8,5749,5750,20.0,False
0,8,5753,5754,20.0,False
0,8,5794,5795,20.0,False
0,8,5798,5799,20.0,False
0,8,5799,5800,20.0,False
0,8,5805,5806,20.0,False
0,8,5806,5807,20.0,False
0,8,5807,5808,20.0,False
0,8,5825,5826,20.0,False
0,45,5838,5839,20.0,False
0,45,5839,5840,20.0,False
0,135,9037,9038,20.0,False
0,135,9039,9040,20.0,False
0,135,9040,9041,20.0,False
0,135,9065,9066,20.0,False
0,164,9463,9464,20.0,False
0,164,9464,9465,20.0,False
0,118,9597,9598,20.0,False
0,118,9598,9599,20.0,False
0,118,9602,9603,20.0,False
0,118,9603,9604,20.0,False
0,118,9604,9605,20.0,False
0,118,9605,9606,20.0,False
0,118,9606,9607,20.0,False
0,118,9608,9609,20.0,False
0,118,9610,9611,20.0,False
0,118,9611,9612,20.0,False
0,118,9612,9613,20.0,False
0,118,9614,9615,20.0,False
0,118,9615,9616,20.0,False
0,118,9616,9617,20.0,False
0,118,9617,9618,20.0,False
0,118,9622,9623,20.0,False
0,28,12926,12927,20.0,False
0,28,12927,12928,20.0,False
0,28,12933,12934,20.0,False
0,28,12937,12938,20.0,False
0,28,12940,12941,20.0,False
0,28,12941,12942,20.0,False
0,28,12942,12943,20.0,False
0,28,12945,12946,20.0,False
0,28,12946,12947,20.0,False
0,28,12947,12948,20.0,False
0,28,12948,12949,20.0,False
0,28,12949,12950,20.0,False
0,28,12950,12951,20.0,False
0,28,12953,12954,20.0,False
0,28,12954,12955,20.0,False
0,28,12957,12958,20.0,False
0,28,12962,12963,20.0,False
0,28,12964,12965,20.0,False
0,28,12965,12966,20.0,False
0,28,12966,12967,20.0,False
0,11,12998,12999,20.0,False
0,7,13008,13009,20.0,False
0,11,13017,13018,20.0,False
0,11,13087,13088,20.0,False
0,11,13092,13093,20.0,False
0,11,13094,13095,20.0,False
0,11,13096,13097,20.0,False
0,11,13097,13098,20.0,False
0,11,13101,13102,20.0,False
0,11,13109,13110,20.0,False
0,11,13114,13115,20.0,False
0,11,13117,13118,20.0,False
0,11,13174,13175,20.0,False
0,7,13200,13201,20.0,False
0,7,13206,13207,20.0,False
0,7,13209,13210,20.0,False
0,7,13226,13227,20.0,False
0,11,13293,13294,20.0,False
0,11,13295,13296,20.0,False
0,11,13298,13299,20.0,False
0,11,13300,13301,20.0,False
0,7,13300,13301,20.0,False
0,124,13361,13362,20.0,False
0,124,13362,13363,20.0,False
0,124,13364,13365,20.0,False
0,124,13365,13366,20.0,False
0,124,13366,13367,20.0,False
0,124,13368,13369,20.0,False
0,124,13369,13370,20.0,False
0,124,13370,13371,20.0,False
0,124,13372,13373,20.0,False
0,124,13373,13374,20.0,False
0,124,13375,13376,20.0,False
0,124,13376,13377,20.0,False
0,124,13377,13378,20.0,False
0,124,13378,13379,20.0,False
0,124,13379,13380,20.0,False
0,28,13379,13380,20.0,False
0,124,13380,13381,20.0,False
0,124,13381,13382,20.0,False
0,124,13382,13383,20.0,False
0,28,13389,13390,20.0,False
0,124,13389,13390,20.0,False
0,28,13390,13391,20.0,False
0,124,13390,13391,20.0,False
0,128,13390,13391,20.0,False
0,124,13391,13392,20.0,False
0,128,13391,13392,20.0,False
0,28,13392,13393,20.0,False
0,124,13392,13393,20.0,False
0,128,13392,13393,20.0,False
0,124,13393,13394,20.0,False
0,128,13393,13394,20.0,False
0,127,13394,13395,20.0,False
0,128,13394,13395,20.0,False
0,11,13432,13433,20.0,False
0,11,13441,13442,20.0,False
0,11,13442,13443,20.0,False
0,11,13445,13446,20.0,False
0,11,13446,13447,20.0,False
0,11,13448,13449,20.0,False
0,11,13454,13455,20.0,False
0,11,13457,13458,20.0,False
0,7,13464,13465,20.0,False
0,11,13686,13687,20.0,False
0,11,13715,13716,20.0,False
0,45,13753,13754,20.0,False
0,28,13759,13760,20.0,False
0,118,13759,13760,20.0,False
0,118,13761,13762,20.0,False
0,7,13944,13945,20.0,False
0,11,13987,13988,20.0,False
0,11,14023,14024,20.0,False
0,11,14028,14029,20.0,False
0,11,14029,14030,20.0,False
0,11,14030,14031,20.0,False
0,11,14038,14039,20.0,False
0,11,14039,14040,20.0,False
0,11,14040,14041,20.0,False
0,11,14043,14044,20.0,False
0,11,14044,14045,20.0,False
0,11,14045,14046,20.0,False
0,11,14046,14047,20.0,False
0,11,14058,14059,20.0,False
0,11,14066,14067,20.0,False
0,11,14067,14068,20.0,False
0,11,14069,14070,20.0,False
0,11,14070,14071,20.0,False
0,11,14072,14073,20.0,False
0,11,14073,14074,20.0,False
0,11,14074,14075,20.0,False
0,11,14075,14076,20.0,False
0,11,14076,14077,20.0,False
0,11,14077,14078,20.0,False
0,11,14078,14079,20.0,False
0,11,14079,14080,20.0,False
0,11,14080,14081,20.0,False
0,11,14081,14082,20.0,False
0,11,14084,14085,20.0,False
0,7,14085,14086,20.0,False
0,7,14090,14091,20.0,False
0,11,14108,14109,20.0,False
0,11,14109,14110,20.0,False
0,11,14117,14118,20.0,False
0,11,14118,14119,20.0,False
0,11,14166,14167,20.0,False
0,11,14203,14204,20.0,False
0,11,14204,14205,20.0,False
0,11,14205,14206,20.0,False
0,11,14257,14258,20.0,False
0,11,14259,14260,20.0,False
0,11,14260,14261,20.0,False
0,11,14261,14262,20.0,False
0,11,14272,14273,20.0,False
0,11,14290,14291,20.0,False
0,62,14290,14291,20.0,False
0,11,14291,14292,20.0,False
0,11,14292,14293,20.0,False
0,11,14294,14295,20.0,False
0,11,14295,14296,20.0,False
0,11,14297,14298,20.0,False
0,11,14298,14299,20.0,False
0,11,14300,14301,20.0,False
0,11,14301,14302,20.0,False
0,29,14303,14304,20.0,False
0,45,14306,14307,20.0,False
0,7,14310,14311,20.0,False
0,7,14311,14312,20.0,False
0,7,14315,14316,20.0,False
0,7,14316,14317,20.0,False
0,7,14426,14427,20.0,False
0,7,14427,14428,20.0,False
0,7,14434,14435,20.0,False
0,11,14445,14446,20.0,False
0,11,14447,14448,20.0,False
0,11,14450,14451,20.0,False
0,11,14451,14452,20.0,False
0,11,14452,14453,20.0,False
0,11,14453,14454,20.0,False
0,11,14454,14455,20.0,False
0,11,14455,14456,20.0,False
0,11,14456,14457,20.0,False
0,7,14466,14467,20.0,False
0,11,14467,14468,20.0,False
0,7,14468,14469,20.0,False
0,7,14469,14470,20.0,False
0,11,14470,14471,20.0,False
0,11,14471,14472,20.0,False
0,11,14472,14473,20.0,False
0,11,17315,17316,20.0,False
0,11,17318,17319,20.0,False
0,11,17319,17320,20.0,False
0,21,17320,17321,20.0,False
0,11,17322,17323,20.0,False
0,11,17323,17324,20.0,False
0,11,17324,17325,20.0,False
0,11,17419,17420,20.0,False
0,11,17420,17421,20.0,False
0,11,17421,17422,20.0,False
0,11,17422,17423,20.0,False
0,11,17423,17424,20.0,False
0,11,17424,17425,20.0,False
0,11,17425,17426,20.0,False
0,11,17432,17433,20.0,False
0,11,17469,17470,20.0,False
0,11,17471,17472,20.0,False
0,11,17473,17474,20.0,False
0,11,17476,17477,20.0,False
0,11,17477,17478,20.0,False
0,11,17478,17479,20.0,False
0,11,17479,17480,20.0,False
0,11,17480,17481,20.0,False
0,11,17516,17517,20.0,False
0,11,17517,17518,20.0,False
0,11,17518,17519,20.0,False
0,11,17519,17520,20.0,False
0,11,17523,17524,20.0,False
0,11,17524,17525,20.0,False
0,11,17525,17526,20.0,False
0,11,17526,17527,20.0,False
0,11,17527,17528,20.0,False
0,11,17528,17529,20.0,False
0,11,17529,17530,20.0,False
0,11,17530,17531,20.0,False
0,11,17531,17532,20.0,False
0,11,17532,17533,20.0,False
0,11,17533,17534,20.0,False
0,11,17534,17535,20.0,False
0,11,17538,17539,20.0,False
0,11,17553,17554,20.0,False
0,11,17554,17555,20.0,False
0,11,17556,17557,20.0,False
0,11,17557,17558,20.0,False
0,11,17583,17584,20.0,False
0,11,17604,17605,20.0,False
0,11,17661,17662,20.0,False
0,11,17662,17663,20.0,False
0,11,17663,17664,20.0,False
0,11,17664,17665,20.0,False
0,11,17665,17666,20.0,False
0,11,17666,17667,20.0,False
0,11,17667,17668,20.0,False
0,124,17690,17691,20.0,False
0,124,17693,17694,20.0,False
0,124,17694,17695,20.0,False
0,124,17705,17706,20.0,False
0,124,17706,17707,20.0,False
0,124,17707,17708,20.0,False
0,124,17708,17709,20.0,False
0,114,17709,17710,20.0,False
0,124,17709,17710,20.0,False
0,124,17710,17711,20.0,False
0,124,17711,17712,20.0,False
0,11,17713,17714,20.0,False
0,42,17719,17720,20.0,False
0,11,17794,17795,20.0,False
0,11,17949,17950,20.0,False
0,11,17950,17951,20.0,False
0,11,17953,17954,20.0,False
0,11,17956,17957,20.0,False
0,11,18017,18018,20.0,False
0,11,18018,18019,20.0,False
0,8,18073,18074,20.0,False
0,11,18074,18075,20.0,False
0,47,18176,18177,20.0,False
0,11,18181,18182,20.0,False
0,47,18185,18186,20.0,False
0,47,18186,18187,20.0,False
0,47,18239,18240,20.0,False
0,47,18240,18241,20.0,False
0,47,18242,18243,20.0,False
0,11,18246,18247,20.0,False
0,11,18247,18248,20.0,False
0,11,18248,18249,20.0,False
0,11,18249,18250,20.0,False
0,11,18250,18251,20.0,False
0,11,18251,18252,20.0,False
0,11,18252,18253,20.0,False
0,11,18253,18254,20.0,False
0,11,18254,18255,20.0,False
0,11,18255,18256,20.0,False
0,11,18256,18257,20.0,False
0,11,18260,18261,20.0,False
0,11,18261,18262,20.0,False
0,11,18262,18263,20.0,False
0,11,18264,18265,20.0,False
0,11,18265,18266,20.0,False
0,11,18266,18267,20.0,False
0,11,18267,18268,20.0,False
0,11,18268,18269,20.0,False
0,11,18269,18270,20.0,False
0,11,18270,18271,20.0,False
0,11,18275,18276,20.0,False
0,11,18276,18277,20.0,False
0,11,18277,18278,20.0,False
0,11,18281,18282,20.0,False
0,11,18283,18284,20.0,False
0,11,18284,18285,20.0,False
0,11,18289,18290,20.0,False
0,11,18290,18291,20.0,False
0,11,18291,18292,20.0,False
0,11,18312,18313,20.0,False
0,11,18337,18338,20.0,False
0,11,18338,18339,20.0,False
0,11,18339,18340,20.0,False
0,11,18431,18432,20.0,False
0,11,18432,18433,20.0,False
0,11,18434,18435,20.0,False
0,11,18436,18437,20.0,False
0,11,18437,18438,20.0,False
0,11,18438,18439,20.0,False
0,11,18439,18440,20.0,False
0,11,18444,18445,20.0,False
0,11,18461,18462,20.0,False
0,11,18500,18501,20.0,False
0,11,18501,18502,20.0,False
0,11,18502,18503,20.0,False
0,11,18503,18504,20.0,False
0,11,18506,18507,20.0,False
0,11,18508,18509,20.0,False
0,11,18513,18514,20.0,False
0,11,18545,18546,20.0,False
0,11,18549,18550,20.0,False
0,11,18574,18575,20.0,False
0,11,18601,18602,20.0,False
0,11,18613,18614,20.0,False
0,11,18614,18615,20.0,False
0,11,18615,18616,20.0,False
0,11,18617,18618,20.0,False
0,11,18618,18619,20.0,False
0,11,18620,18621,20.0,False
0,11,18623,18624,20.0,False
0,11,18624,18625,20.0,False
0,25,18625,18626,20.0,False
0,11,18626,18627,20.0,False
0,11,18630,18631,20.0,False
0,11,18656,18657,20.0,False
0,11,18657,18658,20.0,False
0,11,18659,18660,20.0,False
0,11,18696,18697,20.0,False
0,11,18697,18698,20.0,False
0,62,18704,18705,20.0,False
0,11,18730,18731,20.0,False
0,11,18731,18732,20.0,False
0,11,18732,18733,20.0,False
0,11,18733,18734,20.0,False
0,11,18734,18735,20.0,False
0,11,18735,18736,20.0,False
0,11,18736,18737,20.0,False
0,70,18737,18738,20.0,False
0,11,18737,18738,20.0,False
0,11,18738,18739,20.0,False
0,11,18739,18740,20.0,False
0,11,18743,18744,20.0,False
0,37,18870,18871,20.0,False
0,37,18906,18907,20.0,False
0,11,18951,18952,20.0,False
0,11,18952,18953,20.0,False
0,11,18953,18954,20.0,False
0,11,18954,18955,20.0,False
0,11,18955,18956,20.0,False
0,37,18956,18957,20.0,False
0,11,18956,18957,20.0,False
0,11,18957,18958,20.0,False
0,11,18958,18959,20.0,False
0,11,18959,18960,20.0,False
0,11,18962,18963,20.0,False
0,11,18985,18986,20.0,False
0,11,18987,18988,20.0,False
0,37,18988,18989,20.0,False
0,11,18988,18989,20.0,False
0,62,18988,18989,20.0,False
0,11,19003,19004,20.0,False
0,11,19004,19005,20.0,False
0,11,19116,19117,20.0,False
0,11,19173,19174,20.0,False
0,11,19176,19177,20.0,False
0,11,19177,19178,20.0,False
0,11,19179,19180,20.0,False
0,11,19184,19185,20.0,False
0,152,30232,30233,20.0,False
0,152,30233,30234,20.0,False
0,45,30242,30243,20.0,False
0,45,30243,30244,20.0,False
0,45,30244,30245,20.0,False
0,45,30245,30246,20.0,False
0,11,30246,30247,20.0,False
0,45,30246,30247,20.0,False
0,45,30247,30248,20.0,False
0,45,30248,30249,20.0,False
0,45,30249,30250,20.0,False
0,45,30250,30251,20.0,False
0,45,30251,30252,20.0,False
0,45,30252,30253,20.0,False
0,45,30255,30256,20.0,False
0,45,30256,30257,20.0,False
0,45,30257,30258,20.0,False
0,45,30259,30260,20.0,False
0,45,30260,30261,20.0,False
0,45,30266,30267,20.0,False
0,45,30271,30272,20.0,False
0,45,30272,30273,20.0,False
0,45,30276,30277,20.0,False
0,45,30290,30291,20.0,False
0,45,30291,30292,20.0,False
0,45,30335,30336,20.0,False
0,45,30338,30339,20.0,False
0,45,30339,30340,20.0,False
0,45,30341,30342,20.0,False
0,45,30342,30343,20.0,False
0,45,30343,30344,20.0,False
0,45,30344,30345,20.0,False
0,45,30351,30352,20.0,False
0,45,30352,30353,20.0,False
0,45,30361,30362,20.0,False
0,45,30362,30363,20.0,False
0,45,30363,30364,20.0,False
0,11,30401,30402,20.0,False
0,45,30466,30467,20.0,False
0,45,30470,30471,20.0,False
0,45,30471,30472,20.0,False
0,45,30472,30473,20.0,False
0,45,30473,30474,20.0,False
0,45,30474,30475,20.0,False
0,45,30475,30476,20.0,False
0,45,30476,30477,20.0,False
0,45,30477,30478,20.0,False
0,45,30478,30479,20.0,False
0,45,30479,30480,20.0,False
0,45,30481,30482,20.0,False
0,45,30482,30483,20.0,False
0,45,30485,30486,20.0,False
0,45,30486,30487,20.0,False
0,45,30487,30488,20.0,False
0,45,30488,30489,20.0,False
0,45,30489,30490,20.0,False
0,45,30490,30491,20.0,False
0,45,30538,30539,20.0,False
0,45,30541,30542,20.0,False
0,45,30542,30543,20.0,False
0,45,30543,30544,20.0,False
0,45,30544,30545,20.0,False
0,45,30545,30546,20.0,False
0,45,30546,30547,20.0,False
0,45,30548,30549,20.0,False
0,45,30549,30550,20.0,False
0,45,30550,30551,20.0,False
0,45,30551,30552,20.0,False
0,11,30552,30553,20.0,False
0,45,30558,30559,20.0,False
0,11,30558,30559,20.0,False
0,45,30559,30560,20.0,False
0,45,30560,30561,20.0,False
0,45,30561,30562,20.0,False
0,45,30562,30563,20.0,False
0,45,30563,30564,20.0,False
0,45,30566,30567,20.0,False
0,45,30567,30568,20.0,False
0,11,30589,30590,20.0,False
0,11,30590,30591,20.0,False
0,11,30592,30593,20.0,False
0,11,30593,30594,20.0,False
0,11,30594,30595,20.0,False
0,45,30613,30614,20.0,False
0,11,30621,30622,20.0,False
0,11,30625,30626,20.0,False
0,45,30625,30626,20.0,False
0,45,30626,30627,20.0,False
0,11,30627,30628,20.0,False
0,45,30628,30629,20.0,False
0,11,30628,30629,20.0,False
0,21,30629,30630,20.0,False
0,45,30629,30630,20.0,False
0,114,30646,30647,20.0,False
0,114,30647,30648,20.0,False
0,114,30648,30649,20.0,False
0,114,30657,30658,20.0,False
0,45,30674,30675,20.0,False
0,11,30677,30678,20.0,False
0,11,30678,30679,20.0,False
0,45,30679,30680,20.0,False
0,11,30679,30680,20.0,False
0,45,30680,30681,20.0,False
0,11,30680,30681,20.0,False
0,45,30681,30682,20.0,False
0,45,30682,30683,20.0,False
0,11,30682,30683,20.0,False
0,11,30684,30685,20.0,False
0,11,30685,30686,20.0,False
0,11,30686,30687,20.0,False
0,11,30691,30692,20.0,False
0,11,30692,30693,20.0,False
0,11,30694,30695,20.0,False
0,11,30695,30696,20.0,False
0,11,30698,30699,20.0,False
0,11,30726,30727,20.0,False
0,11,30728,30729,20.0,False
0,11,30729,30730,20.0,False
0,11,30735,30736,20.0,False
0,11,30736,30737,20.0,False
0,11,30739,30740,20.0,False
0,11,30740,30741,20.0,False
0,11,30741,30742,20.0,False
0,11,30742,30743,20.0,False
0,11,30743,30744,20.0,False
0,11,30757,30758,20.0,False
0,11,30762,30763,20.0,False
0,11,30763,30764,20.0,False
0,11,30764,30765,20.0,False
0,11,30765,30766,20.0,False
0,11,30766,30767,20.0,False
0,11,30767,30768,20.0,False
0,11,30768,30769,20.0,False
0,11,30771,30772,20.0,False
0,11,30772,30773,20.0,False
0,11,30777,30778,20.0,False
0,11,30778,30779,20.0,False
0,11,30814,30815,20.0,False
0,11,30816,30817,20.0,False
0,11,30817,30818,20.0,False
0,11,30818,30819,20.0,False
0,11,30820,30821,20.0,False
0,11,30821,30822,20.0,False
0,11,30825,30826,20.0,False
0,11,30826,30827,20.0,False
0,11,30831,30832,20.0,False
0,11,30832,30833,20.0,False
0,11,30840,30841,20.0,False
0,11,30841,30842,20.0,False
0,11,30850,30851,20.0,False
0,11,30851,30852,20.0,False
0,11,30852,30853,20.0,False
0,11,30909,30910,20.0,False
0,11,30910,30911,20.0,False
0,11,30919,30920,20.0,False
0,11,30920,30921,20.0,False
0,11,30980,30981,20.0,False
0,11,31011,31012,20.0,False
0,11,31049,31050,20.0,False
0,11,31050,31051,20.0,False
0,11,31052,31053,20.0,False
0,11,31265,31266,20.0,False
0,11,31382,31383,20.0,False
0,11,31386,31387,20.0,False
0,7,31395,31396,20.0,False
0,44,31395,31396,20.0,False
0,45,31396,31397,20.0,False
0,45,31397,31398,20.0,False
0,45,31398,31399,20.0,False
0,45,31399,31400,20.0,False
0,11,31399,31400,20.0,False
0,45,31400,31401,20.0,False
0,45,31401,31402,20.0,False
0,45,31402,31403,20.0,False
0,45,31403,31404,20.0,False
0,45,31404,31405,20.0,False
0,45,31405,31406,20.0,False
0,11,31405,31406,20.0,False
0,45,31406,31407,20.0,False
0,45,31407,31408,20.0,False
0,45,31408,31409,20.0,False
0,45,31409,31410,20.0,False
0,11,31426,31427,20.0,False
0,11,31513,31514,20.0,False
0,11,31514,31515,20.0,False
0,11,31529,31530,20.0,False
0,11,31533,31534,20.0,False
0,11,31535,31536,20.0,False
0,11,31565,31566,20.0,False
0,11,31566,31567,20.0,False
0,11,31567,31568,20.0,False
0,11,31573,31574,20.0,False
0,11,31596,31597,20.0,False
0,11,31597,31598,20.0,False
0,11,31598,31599,20.0,False
0,11,31599,31600,20.0,False
0,11,31600,31601,20.0,False
0,11,31616,31617,20.0,False
0,11,31617,31618,20.0,False
0,11,31627,31628,20.0,False
0,11,31628,31629,20.0,False
0,11,31629,31630,20.0,False
0,45,31654,31655,20.0,False
0,45,31656,31657,20.0,False
0,45,31658,31659,20.0,False
0,45,31659,31660,20.0,False
0,45,31662,31663,20.0,False
0,45,31699,31700,20.0,False
0,45,31700,31701,20.0,False
0,45,31701,31702,20.0,False
0,45,31703,31704,20.0,False
0,45,31704,31705,20.0,False
0,45,31705,31706,20.0,False
0,45,31706,31707,20.0,False
0,45,31708,31709,20.0,False
0,45,31709,31710,20.0,False
0,45,31710,31711,20.0,False
0,45,31711,31712,20.0,False
0,45,31712,31713,20.0,False
0,45,31718,31719,20.0,False
0,45,31737,31738,20.0,False
0,45,31740,31741,20.0,False
0,45,31741,31742,20.0,False
0,45,31742,31743,20.0,False
0,45,31743,31744,20.0,False
0,45,31748,31749,20.0,False
0,45,31749,31750,20.0,False
0,45,31750,31751,20.0,False
0,45,31751,31752,20.0,False
0,45,31752,31753,20.0,False
0,135,34965,34966,20.0,False
0,135,34966,34967,20.0,False
0,135,34968,34969,20.0,False
0,135,34969,34970,20.0,False
